Date,Open,High,Low,Close,Adj Close,Volume
7/7/2004,55.835999,56.168999,55.835999,58.099998,58.099998,0
7/8/2004,56.041,56.041,56.041,58.099998,58.099998,0
7/9/2004,55.806,58.25,55.806,58.25,58.25,0
7/12/2004,56.023998,56.268002,56.023998,58.299999,58.299999,0
7/13/2004,58.18,58.18,56.178001,58.18,58.18,0
7/14/2004,56.174,56.174,56.174,58.18,58.18,0
7/15/2004,56.153999,56.285999,56.077,58.18,58.18,0
7/16/2004,56.18,56.18,56.18,58.18,58.18,0
7/19/2004,58.18,58.18,56.282001,58.18,58.18,0
7/20/2004,56.259998,56.259998,56.259998,58.18,58.18,0
7/21/2004,56.199001,56.199001,56.199001,58.18,58.18,0
7/22/2004,58.240002,58.240002,56.200001,58.240002,58.240002,0
7/23/2004,56.250999,56.250999,56.250999,58.240002,58.240002,0
7/26/2004,56.508999,58.299999,56.284,58.299999,58.299999,0
7/27/2004,56.23,56.23,56.23,58.299999,58.299999,0
7/28/2004,56.778,56.778,56.073002,56.073002,56.073002,0
7/29/2004,56.222,56.222,56.222,58.299999,58.299999,0
7/30/2004,56.335999,56.335999,56.335999,58.299999,58.299999,0
8/2/2004,56.362999,56.362999,56.362999,58.299999,58.299999,0
8/3/2004,58.5,58.5,56.605,58.5,58.5,0
8/4/2004,56.778999,56.778999,56.778999,58.5,58.5,0
8/5/2004,56.819,56.819,56.819,58.5,58.5,0
8/6/2004,56.713001,58.299999,56.713001,58.299999,58.299999,0
8/9/2004,56.818001,56.818001,56.818001,58.299999,58.299999,0
8/10/2004,58.75,58.75,58.75,58.75,58.75,0
8/11/2004,56.861,56.861,56.861,58.75,58.75,0
8/12/2004,58.650002,58.650002,56.723,58.650002,58.650002,0
8/13/2004,56.915001,56.915001,56.721001,56.721001,56.721001,0
8/16/2004,58.650002,58.650002,56.791,58.650002,58.650002,0
8/17/2004,56.814999,56.814999,56.814999,58.650002,58.650002,0
8/18/2004,58.810001,58.810001,56.769001,58.790001,58.790001,0
8/19/2004,56.741001,56.741001,56.741001,58.790001,58.790001,0
8/20/2004,58.599998,58.599998,56.727001,58.599998,58.599998,0
8/23/2004,58.73,58.73,56.669998,58.73,58.73,0
8/24/2004,57.196999,58.700001,56.652,58.700001,58.700001,0
8/25/2004,58.639999,58.639999,56.563,58.639999,58.639999,0
8/26/2004,58.669998,58.669998,56.598999,58.669998,58.669998,0
8/27/2004,56.594002,56.594002,56.594002,58.669998,58.669998,0
8/30/2004,56.603001,56.603001,56.603001,58.669998,58.669998,0
8/31/2004,58.720001,58.720001,56.632999,58.720001,58.720001,0
9/1/2004,58.75,58.75,56.731998,58.75,58.75,0
9/2/2004,58.77,58.77,56.646,58.77,58.77,0
9/3/2004,56.738998,56.738998,56.738998,58.77,58.77,0
9/6/2004,57.279999,58.779999,56.768002,58.779999,58.779999,0
9/7/2004,58.830002,58.830002,56.779999,58.830002,58.830002,0
9/8/2004,56.929001,56.952,56.785999,58.84,58.84,0
9/9/2004,58.849998,58.849998,56.77,58.849998,58.849998,0
9/10/2004,56.841999,56.841999,56.841999,58.849998,58.849998,0
9/13/2004,56.901001,56.901001,56.901001,58.849998,58.849998,0
9/14/2004,56.792999,56.792999,56.792999,58.849998,58.849998,0
9/15/2004,56.807999,56.807999,56.807999,58.849998,58.849998,0
9/16/2004,57.202999,57.202999,56.901001,58.849998,58.849998,0
9/17/2004,56.910999,57.07,56.910999,58.849998,58.849998,0
9/20/2004,56.925999,56.925999,56.925999,58.849998,58.849998,0
9/21/2004,57.054001,57.054001,57.054001,58.849998,58.849998,0
9/22/2004,57.110001,57.110001,57.110001,58.849998,58.849998,0
9/23/2004,59.099998,59.099998,57.166,59.099998,59.099998,0
9/24/2004,57.106998,57.106998,57.106998,59.099998,59.099998,0
9/27/2004,59.099998,59.099998,57.119999,59.099998,59.099998,0
9/28/2004,56.941002,57.160999,56.941002,59.099998,59.099998,0
9/29/2004,57.139,57.139,57.139,59.099998,59.099998,0
9/30/2004,57.054001,57.133999,57.054001,59.099998,59.099998,0
10/1/2004,56.778999,57.203999,56.778999,59.099998,59.099998,0
10/4/2004,57.265999,57.265999,57.265999,59.099998,59.099998,0
10/5/2004,57.243999,57.243999,57.243999,59.099998,59.099998,0
10/6/2004,57.081001,59.299999,57.081001,59.299999,59.299999,0
10/7/2004,57.365002,57.365002,57.365002,59.299999,59.299999,0
10/8/2004,57.337002,57.337002,57.337002,59.299999,59.299999,0
10/11/2004,57.389,57.389,57.389,59.299999,59.299999,0
10/12/2004,57.512001,57.512001,57.452,59.299999,59.299999,0
10/13/2004,57.484001,57.5,57.484001,59.299999,59.299999,0
10/14/2004,59.5,59.5,57.647999,59.5,59.5,0
10/15/2004,57.655998,57.655998,57.655998,59.5,59.5,0
10/18/2004,59.700001,59.700001,58.02,59.700001,59.700001,0
10/19/2004,58.234001,59.700001,58.234001,59.700001,59.700001,0
10/20/2004,60.400002,60.459999,58.582001,60.400002,60.400002,0
10/21/2004,60,60.119999,58.456001,60,60,0
10/22/2004,58.451,60.169998,58.273998,59.900002,59.900002,0
10/25/2004,61.18,61.18,59.220001,61.080002,61.080002,0
10/26/2004,60.700001,61.080002,59.098999,60.700001,60.700001,0
10/27/2004,59.120998,61.150002,59.120998,60.700001,60.700001,0
10/28/2004,61.099998,61.275002,60.700001,61.075001,61.075001,0
10/29/2004,59.153,61.02,58.807999,61.049999,61.049999,0
11/1/2004,59.198002,60.919998,58.841999,60.759998,60.759998,0
11/2/2004,58.879002,60.599998,58.546001,60.450001,60.450001,0
11/3/2004,58.629002,60.330002,58.629002,60.450001,60.450001,0
11/4/2004,58.362,60.349998,58.362,60.450001,60.450001,0
11/5/2004,58.291,60.150002,58.291,60.450001,60.450001,0
11/8/2004,57.731998,59.549999,57.731998,60.450001,60.450001,0
11/9/2004,59.580002,59.619999,57.640999,59.5,59.5,0
11/10/2004,59.560001,59.639999,57.658001,59.560001,59.560001,0
11/11/2004,59.59,59.599998,57.687,59.59,59.59,0
11/12/2004,59.48,59.540001,57.632999,59.48,59.48,0
11/15/2004,59.529999,59.529999,57.659,59.529999,59.529999,0
11/16/2004,57.683998,59.549999,57.583,59.529999,59.529999,0
11/17/2004,57.549,59.360001,57.549,59.25,59.25,0
11/18/2004,57.743999,59.650002,57.743999,59.25,59.25,0
11/19/2004,57.855999,59.52,57.855999,59.25,59.25,0
11/22/2004,59.599998,59.75,57.805,59.709999,59.709999,0
11/23/2004,58.044998,59.549999,58.044998,59.400002,59.400002,0
11/24/2004,59.779999,59.779999,57.910999,59.779999,59.779999,0
11/25/2004,57.799,57.958,57.799,57.958,57.958,0
11/26/2004,59.779999,59.799999,57.993,59.779999,59.779999,0
11/29/2004,59.650002,59.75,57.894001,59.650002,59.650002,0
11/30/2004,57.875999,59.650002,57.808998,59.650002,59.650002,0
12/1/2004,59.5,59.57,57.661999,59.5,59.5,0
12/2/2004,57.675999,59.560001,57.675999,59.5,59.5,0
12/3/2004,59.419998,59.419998,57.609001,59.419998,59.419998,0
12/6/2004,56.959,59.450001,56.959,59.419998,59.419998,0
12/7/2004,57.646,59.48,57.646,59.419998,59.419998,0
12/8/2004,57.549,59.360001,57.549,59.419998,59.419998,0
12/9/2004,57.727001,59.349998,57.521,59.419998,59.419998,0
12/10/2004,57.521999,59.48,57.521999,59.419998,59.419998,0
12/13/2004,57.659,59.52,57.659,59.419998,59.419998,0
12/14/2004,57.786999,59.419998,57.786999,59.419998,59.419998,0
12/15/2004,57.806,59.720001,57.806,59.419998,59.419998,0
12/16/2004,57.675999,59.66,57.675999,59.419998,59.419998,0
12/17/2004,58.132,59.630001,57.771,59.419998,59.419998,0
12/20/2004,57.800999,59.650002,57.800999,59.419998,59.419998,0
12/21/2004,57.737,59.650002,57.737,59.419998,59.419998,0
12/22/2004,57.939999,59.540001,57.696999,59.419998,59.419998,0
12/23/2004,57.638,59.48,57.638,59.419998,59.419998,0
12/24/2004,59,59,59,59,59,0
12/27/2004,57.548,59.349998,57.548,59,59,0
12/28/2004,57.595001,59.470001,57.595001,59,59,0
12/29/2004,57.582001,59.43,57.582001,59,59,0
12/30/2004,57.633999,59.400002,57.633999,59,59,0
12/31/2004,57.536999,57.544998,57.536999,57.544998,57.544998,0
1/3/2005,58.074001,59.439999,57.604,59.439999,59.439999,0
1/4/2005,57.728001,59,57.707001,59,59,0
1/5/2005,58.167999,59.549999,57.644001,59.540001,59.540001,0
1/6/2005,57.720001,59.560001,57.692001,59.549999,59.549999,0
1/7/2005,57.672001,59.580002,57.672001,59.25,59.25,0
1/10/2005,59.400002,59.549999,57.16,59.540001,59.540001,0
1/11/2005,57.150002,59.560001,57.150002,59.560001,59.560001,0
1/12/2005,57.132,59.450001,57.132,59.419998,59.419998,0
1/13/2005,57.082001,59.470001,57.082001,59.439999,59.439999,0
1/14/2005,57.606998,59.41,56.979,59.41,59.41,0
1/17/2005,56.955002,59.419998,56.955002,59.400002,59.400002,0
1/18/2005,56.978001,59.419998,56.978001,59.400002,59.400002,0
1/19/2005,57.126999,59.400002,56.874001,59.400002,59.400002,0
1/20/2005,56.916,59.400002,56.916,59.400002,59.400002,0
1/21/2005,56.951,59.34,56.951,59.299999,59.299999,0
1/24/2005,56.891998,59.400002,56.891998,59.400002,59.400002,0
1/25/2005,56.821999,59.400002,56.821999,59.400002,59.400002,0
1/26/2005,57.115002,59.23,56.786999,59.150002,59.150002,0
1/27/2005,56.861,59.150002,56.861,59.150002,59.150002,0
1/28/2005,56.967999,59.25,56.834,59.220001,59.220001,0
1/31/2005,56.882,59.32,56.882,59.150002,59.150002,0
2/1/2005,56.887001,59.330002,56.887001,59.150002,59.150002,0
2/2/2005,56.685001,59.32,56.685001,59.150002,59.150002,0
2/3/2005,56.917999,59.330002,56.917999,59.150002,59.150002,0
2/4/2005,57.127998,59.380001,56.876999,59.380001,59.380001,0
2/7/2005,59.150002,59.369999,56.868999,59.150002,59.150002,0
2/8/2005,57.300999,59.34,56.839001,59.150002,59.150002,0
2/9/2005,56.728001,59.32,56.728001,59.150002,59.150002,0
2/10/2005,56.870998,59.299999,56.870998,59.150002,59.150002,0
2/11/2005,56.84,59.349998,56.84,59.349998,59.349998,0
2/14/2005,59.150002,59.150002,56.935001,59.150002,59.150002,0
2/15/2005,56.908001,59.380001,56.908001,59.150002,59.150002,0
2/16/2005,56.698002,59.380001,56.698002,59.150002,59.150002,0
2/17/2005,56.918999,59.349998,56.918999,59.150002,59.150002,0
2/18/2005,56.924999,59.360001,56.924999,59.310001,59.310001,0
2/21/2005,56.882999,59.310001,56.882999,59.150002,59.150002,0
2/22/2005,56.912998,59.310001,56.912998,59.150002,59.150002,0
2/23/2005,56.93,59.34,56.93,59.150002,59.150002,0
2/24/2005,56.93,59.349998,56.93,59.150002,59.150002,0
2/25/2005,57.181999,57.181999,56.959999,59.330002,59.330002,0
2/28/2005,56.890999,59.32,56.890999,59.150002,59.150002,0
3/1/2005,57.153999,59.34,56.944,59.150002,59.150002,0
3/2/2005,56.900002,59.330002,56.900002,59.150002,59.150002,0
3/3/2005,56.818001,59.32,56.818001,59.150002,59.150002,0
3/4/2005,57.064999,59.330002,56.361,56.361,56.361,0
3/7/2005,56.855999,56.855999,56.855999,56.855999,56.855999,0
3/8/2005,59.431,59.511002,59.150002,59.150002,59.150002,0
3/9/2005,59.247002,59.5,59.150002,59.150002,59.150002,0
3/10/2005,59.403999,59.5,59.150002,59.150002,59.150002,0
3/11/2005,56.933998,59.5,56.933998,59.5,59.5,0
3/14/2005,59.273998,59.502998,59.150002,59.150002,59.150002,0
3/15/2005,59.473,59.566002,59.150002,59.150002,59.150002,0
3/16/2005,59.491001,59.647999,59.150002,59.150002,59.150002,0
3/17/2005,59.494999,59.594002,59.150002,59.360001,59.360001,0
3/18/2005,59.360001,59.683998,59.25,59.25,59.25,0
3/21/2005,59.365002,59.772999,59.349998,59.150002,59.150002,0
3/22/2005,59.349998,59.881001,59.150002,59.150002,59.150002,0
3/23/2005,57.453999,59.380001,57.453999,59.369999,59.369999,0
3/24/2005,59.369999,60.220001,59.32,59.150002,59.150002,0
3/25/2005,59.330002,59.84,59.330002,59.349998,59.349998,0
3/28/2005,59.34,59.844002,59.34,59.150002,59.150002,0
3/29/2005,59.369999,59.943001,59.360001,59.150002,59.150002,0
3/30/2005,59.369999,60.001999,59.299999,59.150002,59.150002,0
3/31/2005,59.369999,59.740002,59.150002,59.360001,59.360001,0
4/1/2005,59.360001,60.081001,59.360001,59.389999,59.389999,0
4/4/2005,59.150002,60.119999,59.150002,59.369999,59.369999,0
4/5/2005,59.369999,59.851002,59.360001,59.150002,59.150002,0
4/6/2005,59.380001,59.740002,59.279999,59.279999,59.279999,0
4/7/2005,59.380001,59.851002,59.25,59.279999,59.279999,0
4/8/2005,59.369999,59.77,59.349998,59.360001,59.360001,0
4/11/2005,59.369999,59.821999,59.330002,59.279999,59.279999,0
4/12/2005,59.360001,59.806,59.25,59.349998,59.349998,0
4/13/2005,59.279999,59.839001,59.25,59.279999,59.279999,0
4/14/2005,59.369999,59.395,59.279999,59.380001,59.380001,0
4/15/2005,59.380001,59.900002,59.349998,59.360001,59.360001,0
4/18/2005,59.415001,59.919998,59.34,59.279999,59.279999,0
4/19/2005,59.360001,59.93,59.299999,59.279999,59.279999,0
4/20/2005,59.299999,59.849998,59.279999,59.349998,59.349998,0
4/21/2005,59.349998,59.880001,59.25,59.279999,59.279999,0
4/22/2005,59.419998,59.43,59.400002,59.400002,59.400002,0
4/25/2005,59.419998,59.459999,59.41,59.279999,59.279999,0
4/26/2005,59.43,59.439999,59.43,59.279999,59.279999,0
4/27/2005,59.439999,59.950001,59.41,59.279999,59.279999,0
4/28/2005,59.43,59.455002,59.41,59.279999,59.279999,0
4/29/2005,59.41,59.919998,59.400002,59.43,59.43,0
5/2/2005,59.919998,59.970001,59.279999,59.279999,59.279999,0
5/3/2005,59.450001,59.98,59.439999,59.279999,59.279999,0
5/4/2005,59.450001,59.950001,59.450001,59.279999,59.279999,0
5/5/2005,59.470001,59.950001,59.400002,59.279999,59.279999,0
5/6/2005,59.459999,59.950001,59.459999,59.48,59.48,0
5/9/2005,59.509998,59.540001,59.5,59.509998,59.509998,0
5/10/2005,59.509998,59.535,59.509998,59.279999,59.279999,0
5/11/2005,59.540001,59.580002,59.279999,59.544998,59.544998,0
5/12/2005,59.525002,59.560001,59.279999,59.509998,59.509998,0
5/13/2005,59.509998,59.560001,59.279999,59.509998,59.509998,0
5/16/2005,59.5,59.560001,59.349998,59.5,59.5,0
5/17/2005,59.5,59.560001,59.349998,59.509998,59.509998,0
5/18/2005,59.509998,59.560001,59.349998,59.5,59.5,0
5/19/2005,59.5,59.549999,59.349998,59.5,59.5,0
5/20/2005,59.509998,59.549999,59.349998,59.5,59.5,0
5/23/2005,59.509998,59.560001,59.349998,59.509998,59.509998,0
5/24/2005,59.529999,59.580002,59.349998,59.525002,59.525002,0
5/25/2005,59.529999,59.59,59.349998,59.540001,59.540001,0
5/26/2005,59.540001,59.59,59.349998,59.544998,59.544998,0
5/27/2005,59.549999,59.619999,59.349998,59.549999,59.549999,0
5/30/2005,59.555,59.575001,59.349998,59.567501,59.567501,0
5/31/2005,59.57,59.650002,59.349998,59.555,59.555,0
6/1/2005,59.619999,59.669998,59.349998,59.610001,59.610001,0
6/2/2005,59.610001,59.68,59.450001,59.610001,59.610001,0
6/3/2005,59.630001,59.700001,59.450001,59.650002,59.650002,0
6/6/2005,59.619999,59.68,59.450001,59.630001,59.630001,0
6/7/2005,59.630001,59.68,59.450001,59.610001,59.610001,0
6/8/2005,59.650002,59.799999,59.450001,59.724998,59.724998,0
6/9/2005,59.724998,59.799999,59.450001,59.634998,59.634998,0
6/10/2005,59.634998,59.779999,59.450001,59.695,59.695,0
6/13/2005,59.639999,59.740002,59.450001,59.650002,59.650002,0
6/14/2005,59.639999,59.75,59.450001,59.700001,59.700001,0
6/15/2005,59.662498,59.709999,59.450001,59.689999,59.689999,0
6/16/2005,59.66,59.779999,59.450001,59.700001,59.700001,0
6/17/2005,59.674999,59.759998,59.450001,59.709999,59.709999,0
6/20/2005,59.720001,59.779999,59.450001,59.744999,59.744999,0
6/21/2005,59.700001,59.82,59.450001,59.77,59.77,0
6/22/2005,59.77,59.82,59.450001,59.724998,59.724998,0
6/23/2005,59.724998,59.75,59.450001,59.564999,59.564999,0
6/24/2005,59.68,59.779999,59.450001,59.700001,59.700001,0
6/27/2005,59.75,59.799999,59.450001,59.75,59.75,0
6/28/2005,59.75,59.84,59.450001,59.790001,59.790001,0
6/29/2005,59.790001,59.84,59.450001,59.709999,59.709999,0
6/30/2005,59.709999,59.759998,59.450001,59.700001,59.700001,0
7/1/2005,59.709999,59.830002,59.450001,59.779999,59.779999,0
7/4/2005,59.647499,59.66,59.450001,59.639999,59.639999,0
7/5/2005,59.630001,59.720001,59.450001,59.650002,59.650002,0
7/6/2005,59.639999,59.689999,59.450001,59.630001,59.630001,0
7/7/2005,59.630001,59.68,59.450001,59.630001,59.630001,0
7/8/2005,59.630001,59.68,59.450001,59.59,59.59,0
7/11/2005,59.59,59.669998,59.450001,59.59,59.59,0
7/12/2005,59.59,59.68,59.450001,59.584999,59.584999,0
7/13/2005,59.584999,59.75,59.450001,59.685001,59.685001,0
7/14/2005,59.605,59.66,59.450001,59.599998,59.599998,0
7/15/2005,59.610001,59.700001,59.450001,59.639999,59.639999,0
7/18/2005,59.615002,59.689999,59.25,59.639999,59.639999,0
7/19/2005,59.639999,59.689999,59.540001,59.59,59.59,0
7/20/2005,59.59,59.709999,59.5,59.580002,59.580002,0
7/21/2005,59.599998,59.709999,59.529999,59.66,59.66,0
7/22/2005,59.66,59.709999,59.580002,59.66,59.66,0
7/25/2005,59.630001,59.650002,59.549999,59.625,59.625,0
7/26/2005,59.625,59.650002,59.599998,59.627499,59.627499,0
7/27/2005,59.627499,59.641998,59.599998,59.630001,59.630001,0
7/28/2005,59.630001,59.650002,59.5,59.634998,59.634998,0
7/29/2005,59.634998,59.709999,59.380001,59.66,59.66,0
8/1/2005,59.639999,59.720001,59.5,59.669998,59.669998,0
8/2/2005,59.669998,59.720001,59.549999,59.669998,59.669998,0
8/3/2005,59.630001,59.68,59.299999,59.334999,59.334999,0
8/4/2005,59.630001,59.68,59.299999,59.625,59.625,0
8/5/2005,59.625,59.73,59.549999,59.68,59.68,0
8/8/2005,59.639999,59.700001,55.549999,59.650002,59.650002,0
8/9/2005,59.650002,59.759998,59.549999,59.700001,59.700001,0
8/10/2005,59.68,59.720001,59.549999,59.669998,59.669998,0
8/11/2005,59.669998,59.720001,59.549999,59.669998,59.669998,0
8/12/2005,59.665001,59.75,59.549999,59.685001,59.685001,0
8/15/2005,59.669998,59.700001,59.5,59.650002,59.650002,0
8/16/2005,59.66,59.68,59.549999,59.619999,59.619999,0
8/17/2005,59.66,59.759998,59.549999,59.689999,59.689999,0
8/18/2005,59.665001,59.669998,59.540001,59.575001,59.575001,0
8/19/2005,59.639999,59.689999,59.549999,59.665001,59.665001,0
8/22/2005,59.669998,59.709999,59.639999,59.674999,59.674999,0
8/23/2005,59.669998,59.689999,58.599998,59.674999,59.674999,0
